Name,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
Ryan Anderson,-0.6778323483595511,-0.03769038640072898,0.6744109507432703,0.3773436587924074,1.1159448555367661,-0.037979088729972584,0.6705090453092749,0.7251116778207736,-0.0332217397465862,1.1073989501129802,1.029250560104027,0.219788557709496,1.167501228821101,0.7725723465329617,0.6599906831507296,1.1677637612170835,1.7685954125765535,1.6835398191126414,-0.7535238077207256,-1.0266286327782566,-0.3516131627185642,-0.3082582273158868,0.624368334167311,1.4985397220142802,0.6086157589086282,1.4092796553770268,-0.21197487126838302,0.7036705173040827,0.12051483346397968,0.7081099638880901
Darrell Arthur,-0.35287798749412824,-0.6205541526855914,-0.7746761165971271,0.02700695906290119,-0.18393440490026736,0.08936256171758254,0.8039939075289382,0.7251116778207736,-0.02656297475765517,-1.1464290140815272,-1.1239401604519832,-0.8352545866940535,-0.7613903335711488,-0.7137603776098461,-0.23246598594913515,0.6267616939264191,-0.2965442726819211,0.09248123369233577,-1.018433218094981,-0.6520500422505469,0.8270337770985944,-0.5791979064292053,1.1769865781829751,-0.2708151148743063,0.34709626146654854,1.3511288194171325,-0.37658337065073666,0.7036705173040827,1.3562454269182924,0.22677914224440682
Jerryd Bayless,-1.6526954309558195,-1.0868451657134814,1.026891588744989,0.2678634401269367,0.9682313032143761,-0.09606475384640123,0.20331202754045336,0.44407005529833055,-0.04753808447278792,1.3578242794679256,1.0770992427830492,0.2615348691787013,2.774910864147976,2.3235282325950224,0.6491730265555804,-1.3208457483199723,-0.9849241677680792,-1.1803656346439086,1.2332967700861914,-0.09018215645898207,-0.8754562470817459,1.3173798473640244,0.07175009015164698,1.7376417269992244,1.030093783912368,-0.6841504391791546,0.36415487656985457,-0.38282592910325713,-0.8062831116267548,-0.12084867338714209
Michael Beasley,-1.5714568407394638,-0.999415600770752,0.4785883740756491,1.0342249707852318,2.4158241159738,0.06925598533112647,3.1399789963730447,3.174188674087776,-0.023233592263189655,0.2309102973706718,0.16797427188162278,0.15527153089345158,3.016022309447007,3.0343830137067993,0.29759918721320916,2.5743691361728103,3.214193192257486,3.2291395878066527,-0.6210691025335978,0.4716857293325827,1.0889553192801853,1.181910007807365,0.808574415505866,3.2918047594013613,0.413110891888821,1.8163355070962843,-0.047366371886029456,0.1604222941004129,0.7383801301911361,2.4462490420458347
Bobby Brown,0.6761441552463774,1.0406075812262665,0.8310690120773677,0.311655527593125,1.3522865392525907,-0.16308667513458802,-0.1304001280087048,0.08273082634090415,-0.05053452871780689,2.1091002675327615,2.1297702617215433,0.14768129244450517,-0.3595379247394303,-0.5845140537713412,0.3787316116768333,-1.2126453348618396,-1.1914381362939266,-1.2712832680964976,1.4982061804604472,0.4716857293325827,-0.8754562470817459,1.4528496869206837,0.07175009015164698,1.0681561130413804,-2.199545058284964,-0.8586029470588364,0.5287633759522081,-0.38282592910325713,-0.8062831116267548,0.14655733863712633
Mario Chalmers,0.513666974813666,0.8366052630265647,0.0869432207404066,-0.12626534706875783,-0.30210524675817907,-0.03351096064409345,-0.7310820079971894,-0.920989254096392,-0.028893542503781032,0.856973620758035,0.6464610986718472,0.3070762998723795,-0.1987969612067427,-0.39064456801358355,0.25973738913018457,-1.4290461617781052,-0.8472481887508475,-1.1349068179176145,1.1008420648990633,2.9064465677626963,-0.4825739338093596,0.5045608100240686,0.44016225282875604,-0.05562331038785693,0.35471333420757983,0.30441377213904197,3.162499366069866,4.234783968127937,-0.49735046326317667,1.4033655951511879
Joe Crawford,0.9740189860396816,0.25374149674170227,-0.33081160948385196,-0.12626534706875783,-0.036220852577877195,-0.1407460347051925,-0.597597145777526,-0.6800964347914411,-0.039880504735517235,0.7317609560805622,0.7900071467089147,0.0452130733837287,-0.7613903335711488,-0.7783835395290987,-0.09183645021218606,-0.45524244065490965,-1.0537621572766949,-0.8621539175598477,-0.42238704475290606,-1.0266286327782566,-0.7444954759909503,-0.5791979064292053,-0.4808681538640179,-0.2708151148743063,0.6873255105659527,-0.16079291554010933,-0.45888762034191344,0.1604222941004129,-0.8062831116267548,-0.06736747098228836
Chris Douglas-Roberts,0.48658744474154736,0.9531780162835372,-0.2263729019277872,0.11459113399527764,0.02286456835107919,0.08712849767464298,0.6037666141994434,0.36377244886334675,-0.017573642022598316,-0.2699403613392189,-0.35836123758762406,0.12870569632213938,0.44416689292400713,0.5140796988559514,0.032566600632037,-0.45524244065490965,-0.9160861782594634,-0.7257774673809643,-0.2899323395657783,-0.09018215645898207,-0.4825739338093596,-0.03731854820256834,-0.4808681538640179,0.42258069958203137,-0.3866817459194807,-0.6841504391791546,0.11724212749632411,-0.38282592910325713,-0.18841781489959844,0.039594933827419104
Eric Gordon,-1.5985363708115823,-1.0285587890849952,0.8963432042999081,0.2678634401269367,1.1750302764657226,-0.1519163549198902,0.06982716532079028,0.04258202312341209,-0.035552307492712064,1.608249608822871,1.8905268483264308,-0.004123476534422724,3.5786156818114137,3.163629337545304,0.6221288850677056,-0.996244507945574,-0.8472481887508475,-0.9076127342861422,0.17365912858916893,0.4716857293325827,-0.2206523916277688,2.1301988847039803,0.07175009015164698,2.024564132981157,-0.021062254349971294,0.18811210021925429,1.434110122555153,1.5185428521095876,0.429447481827558,3.034542268499226
Donte Greene,-1.5172977805952268,-0.9411292241422657,1.0399464271894963,0.3554476150593133,1.6477136438973712,-0.18542731556398365,0.13656959643062197,0.28347484242836335,-0.04653926972444825,2.1091002675327615,2.3690136751166553,0.026237477261362687,-0.03805599767405506,-0.00290559649806867,-0.06479230872431135,0.08575962663575463,1.217891496507627,0.8652811180393415,-0.0912502817850866,0.4716857293325827,1.0889553192801853,0.7755004891373874,1.36119265952153,1.259437717029336,0.4562743040879991,-0.393396259379685,-0.45888762034191344,-0.38282592910325713,0.12051483346397968,-0.2545516793992763
Malik Hairston,0.7032236853184959,1.390325840997184,0.43942385874212475,0.1364871777283719,0.31829167299585953,0.006702192128818691,0.33679688976011674,0.2031772359933796,-0.026895913007101722,0.3561229620481443,0.26367163723966774,0.2159934384850228,-0.2791674429730865,-0.06752875841732096,-0.4109573197691076,0.41036086701015323,-0.4342202516991525,-0.08935403321284219,-0.025022929191522637,-0.8393393375144017,-0.2206523916277688,-0.03731854820256834,0.624368334167311,0.3986704990835371,0.17952066116385673,-0.2189437515000033,-0.12967062157720624,-0.11120181750142204,0.7383801301911361,-0.3882546854114105
Roy Hibbert,1.2177347566887486,1.5651849708826429,-0.5919083783740137,-0.08247325960256952,-0.6861604827963937,0.22787453237983524,0.4702817519797801,0.12287962955839585,-0.009916062285327628,-1.1464290140815272,-1.219637525810028,2.512040569291308,-0.2791674429730865,-0.1967750822558261,-0.21083067275883477,0.7349621073845516,-0.021192314647457536,0.2743165005975137,-0.5548417499400339,-1.2139179280421115,1.4818376325525715,-0.7146677459858647,0.624368334167311,-0.3664559168682841,0.34963528571355895,0.7114696238582996,-0.2942791209595599,-0.38282592910325713,2.5919760203726057,0.6278881602808094
George Hill,0.10747402373188741,0.5743165681983766,0.7135754660767942,0.22407135266074835,0.4069198043892933,0.06255379320230778,0.8039939075289382,0.6448140713857902,-0.02223477751485004,-0.01951503198427354,-0.11911782419251192,0.2501495115052814,1.6497241194191632,1.483427127644739,0.3570962984865335,0.3021604535520203,0.04764567486115803,0.22885768387121902,0.769705301931244,1.0335536151241476,-0.613534704900155,0.6400306495807281,1.1769865781829751,1.0920663135398752,-2.3925109010577605,-0.10264207958021535,0.611067625643385,0.43204640570224784,0.12051483346397968,0.2535197434468338
Steven Hill,1.1094166364002744,1.128037146168996,-1.087992239265321,-0.6298743529299231,-1.897411611839993,0.19659763577868133,-1.1982790257660108,-1.5232213023587697,-0.013578383029239695,-1.1464290140815272,-1.219637525810028,-1.283078655181891,-1.7258361147672738,-1.6831078063986342,-1.0816520286683997,-0.45524244065490965,-1.1226001467853106,-0.9076127342861422,-1.2171152758756727,-0.6520500422505469,2.1366414880065485,-1.3920169437691612,0.624368334167311,-2.016259751264399,0.03733530333126966,0.42071544405882993,-0.8704088687977974,-1.197698263908762,-0.8062831116267548,-0.7358825010429594
Othello Hunter,-0.4070370476383654,-0.6496973409998346,-0.7355116012636027,-0.27953765320041685,-1.0997584292990863,0.18319325152104396,-0.19714255911853618,-0.5195012219214735,-0.013578383029239695,-1.0212163494040547,-1.1239401604519832,-0.1141819340441456,-1.2436132241692115,-1.1661225110446138,-0.6273104516721053,0.7349621073845516,-0.4342202516991525,0.09248123369233577,-1.018433218094981,-1.0266286327782566,0.6960730060077991,-1.3920169437691612,-0.29666207252546295,-1.1076721323216112,0.5933816134265651,-0.451547095339579,-0.7881046191066207,-0.926074152306927,0.12051483346397968,-0.8963261082575205
Darnell Jackson,0.9198599258954445,-0.8245564708852933,-1.466582554156055,-0.45470600306516995,-1.4838136653373006,0.17649105939222529,-0.6643395768873577,-1.0012868605313758,-0.01624188902481211,-1.1464290140815272,-1.219637525810028,-0.019303953432315744,-0.7613903335711488,-0.7783835395290987,-0.18378653127096006,0.08575962663575463,-0.3653822621905366,-0.18027166666543076,-1.084660570688545,-1.0266286327782566,-0.4825739338093596,-1.3920169437691612,-0.6650742352025725,-1.3467741373065554,0.5629133224624395,-0.33524542341979113,-0.7058003694154439,-0.654450040705092,-0.49735046326317667,-0.7626231022453863
